ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,504
37E9,ENG,IIA,3B2,GN1,NONE,U10M,2006,72
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,12
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,696
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,1116
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,24
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,1584
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,72
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,96
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,744
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,288
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2006,312
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,4
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,651
34F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,23
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,604
35F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,207
37F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,16
33F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,188
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,1263
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,155
39F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,4
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,73
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,1
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2006,22
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,59
35F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,12
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2006,23
49E8,SCO,IIA,3B2,GN1,NONE,U10M,2006,72
37F7,DEU,IIA,3B2,TR2,NONE,O10T15M,2006,109
39F6,DEU,IIA,3B2,TR2,NONE,O10T15M,2006,176
39F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,526
40F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,459
41F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,725
42F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,37
43F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,18
43F8,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,45
39F8,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,46
40F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,12
41F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,184
40F5,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,12
41F1,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,10
41F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,385
42F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,877
43F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,34
43F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,266
44F5,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19
44F6,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,23
44F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,35
45F4,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,30
45F5,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19
46F4,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,23
41F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19
40F5,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,12
40F6,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,302
40F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,712
41F5,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,45
41F6,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,139
41F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,709
42F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,702
42F9,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,6
43F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,68
43F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,79
41F7,DNK,IIA,3B2,TR3,NONE,O10T15M,2006,27
39F8,DNK,IIA,3B2,TR3,NONE,O10T15M,2006,33
39F8,DNK,IIA,3B2,TR3,NONE,O10T15M,2006,139
40F8,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,24
41F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,24
42F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,46
35F4,DNK,IIA,3B2,TR2,NONE,O10T15M,2006,144
36F6,DNK,IIA,3B2,TR2,NONE,O10T15M,2006,96
40F7,DNK,IIA,3B2,TR2,NONE,O10T15M,2006,15
37F0,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,2256
38E8,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,72
38E9,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,36
39E8,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,24
40F0,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,16
41F0,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,152
37E9,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,24
38E8,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,54
38E9,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,230
38F0,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,55
38F1,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,105
39F1,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,72
31F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,3336
31F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,816
32F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,612
32F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,4956
33F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1728
38E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,6300
38E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1956
39E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,672
39E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,828
40E7,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,468
40E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,240
40E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,240
41E7,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,456
41E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,168
41F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96
31F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,420
32F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96
37F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,210
38E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,648
38E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,168
39E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,24
42F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,62
43E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,112
45E6,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,24
45E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,264
45F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,55
46E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96
46F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,144
47F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,216
31F1,FRA,IIA,3B2,TR2,NONE,O10T15M,2006,3
31F2,FRA,IIA,3B2,TR2,NONE,O10T15M,2006,134
31F2,FRA,IIA,3B2,TR2,NONE,O10T15M,2006,24
50E8,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,120
42E7,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,72
42F0,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,216
44E7,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,228
38E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,96
39E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,144
40E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1930
40E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,48
41E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,2736
41E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,7460
41F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,86
42E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1320
42E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,24
44E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,2500
44E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1311
44E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,774
44E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,320
44F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,413
45E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,18
45E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,78
45E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1527
45E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,877
46E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,989
46E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,317
46F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,337
46F1,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,55
47E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1011
47F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,254
47F1,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,55
47F2,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,192
48E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,152
48F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,161
48F1,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,82
41E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,564
44E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,36
35F4,NLD,IIA,3B2,PEL_SEINE,NONE,O10T15M,2006,152
44F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,48
45F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,120
46F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24
47F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24
48F1,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,264
48F2,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,48
49F0,DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,132
35F4,NLD,IIA,3B2,PEL_SEINE,NONE,O15M,2006,12
35F5,NLD,IIA,3B2,PEL_SEINE,NONE,O15M,2006,40
43F1,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
43F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,3
43F7,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
44F1,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
44F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,27
44F3,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1
45F0,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,2
46F2,SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,7
31F0,ENG,IIA,3B2,DREDGE,NONE,U10M,2006,3039
32F0,ENG,IIA,3B2,DREDGE,NONE,U10M,2006,3783
32F1,ENG,IIA,3B2,DREDGE,NONE,U10M,2006,1716
38E8,ENG,IIA,3B2,DREDGE,NONE,U10M,2006,12
39E8,ENG,IIA,3B2,DREDGE,NONE,U10M,2006,816
41E7,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,72
48E8,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,144
49E8,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,768
49E9,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,888
50E8,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,1728
50E9,SCO,IIA,3B2,DREDGE,NONE,U10M,2006,984
40E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,33
40F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1
42F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,17
43E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,90
43F7,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
44E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1
44F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,26
45E8,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12
45E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,38
45F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,59
45F1,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,41
45F4,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
46E8,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
46E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,46
46F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,80
46F1,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,28
47E6,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,45
47E8,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,68
47E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
47F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,120
48E6,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,20
48E8,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,5
48E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,7
48F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,11
49E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,28
49F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,23
50E9,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,4
50F0,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,20
50F1,DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,15
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,19
41F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
36F2,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
36F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
36F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
36F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
37F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,288
37F2,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,600
37F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,552
37F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,456
37F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
37F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
37F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,333
38F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
38F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
38F2,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
38F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,576
38F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,408
38F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,888
38F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,156
38F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
38F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,19
39F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
39F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,528
39F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2424
39F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,181
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2097
39F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1453
40F2,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
40F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
40F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,144
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,237
41F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,120
41F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,994
41F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,23
42F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,67
43F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
37F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,21
39F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,21
36F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
37F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,22
38F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,75
38F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,168
38F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
38F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,22
38F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
39F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,452
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,543
39F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,555
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,140
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,44
41F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,91
41F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,38
43F8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,18
37F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
38F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
39F3,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
39F5,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
39F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,124
40F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
40F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
41F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
41F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
43F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
45F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
39E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
39F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
40E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,144
40F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
42F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
43E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,240
43F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
43F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,396
44E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
44F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
44F6,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
44F7,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
45E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,343
45F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,132
45F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
45F4,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
46E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,348
46F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,468
46F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
47E8,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
47E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
47F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,132
47F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,204
48E9,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
48F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96
49F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72
49F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
50F0,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
50F1,DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
31F1,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,53
32F2,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,56
32F3,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,53
37E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,98
39E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,163
40E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,216
42F0,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,62
43E8,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,89
43E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,31
44F0,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,69
47E7,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,360
48E7,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,426
49E7,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,35
49E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,158
50E9,ENG,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,132
37F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,13
38F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
39E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,7
40E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,94
40F1,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,4
41F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,22
42F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,37
43E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,35
43F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,17
44E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,14
44F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,18
45E8,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,9
45E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,41
45F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,35
45F1,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,10
46E8,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,6
46E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,43
46F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,23
47E8,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,45
47E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,54
47F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,3
48E7,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2
48E8,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,38
48E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,4
49E7,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2
49E9,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,39
49F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,11
50F0,FRA,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,14
50E9,NIR,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
36F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
37F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12
38E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48
40E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,62
43E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
44F1,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,4
46E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12
47E8,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,26
47E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24
48E8,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,57
48E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12
49E7,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,10
49E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,10
49F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,80
50F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,62
31F1,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
31F2,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,37
32F2,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,23
34F4,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,16
35F4,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,105
36F5,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8
40E9,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,76
41F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,25
42F0,NLD,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,60
