country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,ICES rectangle,mesh_size_range,quarter
ENG,IIA,3B2,GN1,NONE,U10M,2006,744,4,NONE,GILL,31F1,90-99,2
ENG,IIA,3B2,GN1,NONE,U10M,2006,288,4,NONE,GILL,32F1,90-99,2
ENG,IIA,3B2,GN1,NONE,U10M,2006,312,4,NONE,GILL,33F1,90-99,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,4,4,PASS,GILL,34F4,>=220,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,16,4,PASS,GILL,32F3,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,16,4,PASS,GILL,32F4,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,651,4,PASS,GILL,33F4,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,23,4,PASS,GILL,34F3,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,604,4,PASS,GILL,34F4,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,207,4,PASS,GILL,35F4,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,16,4,PASS,GILL,37F4,100-109,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,16,4,PASS,GILL,32F3,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,16,4,PASS,GILL,32F4,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,188,4,PASS,GILL,33F3,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,1263,4,PASS,GILL,33F4,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,155,4,PASS,GILL,34F4,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,4,4,PASS,GILL,39F4,110-149,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,73,4,PASS,GILL,33F4,150-219,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,1,4,PASS,GILL,33F4,70-79,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,22,4,PASS,GILL,32F3,90-99,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,59,4,PASS,GILL,33F4,90-99,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,12,4,PASS,GILL,35F4,90-99,2
NLD,IIA,3B2,GN1,NONE,U10M,2006,23,4,PASS,GILL,33F4,NONE,2
SCO,IIA,3B2,GN1,NONE,U10M,2006,72,4,NONE,GILL,49E8,NONE,2
DEU,IIA,3B2,TR2,NONE,O10T15M,2006,109,4,NONE,OTTER,37F7,80-89,2
DEU,IIA,3B2,TR2,NONE,O10T15M,2006,176,4,NONE,OTTER,39F6,80-89,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,526,4,DNK_INDUSTRI___N,OTTER,39F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,459,4,DNK_INDUSTRI___N,OTTER,40F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,725,4,DNK_INDUSTRI___N,OTTER,41F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,37,4,DNK_INDUSTRI___N,OTTER,42F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,18,4,DNK_INDUSTRI___N,OTTER,43F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,45,4,DNK_INDUSTRI___N,OTTER,43F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,46,4,DNK_REST_NORD__N,OTTER,39F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,12,4,DNK_REST_NORD__N,OTTER,40F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,184,4,DNK_REST_NORD__N,OTTER,41F7,<16,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,12,4,DNK_DEM_TRAWL__N,OTTER,40F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,10,4,DNK_DEM_TRAWL__N,OTTER,41F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,385,4,DNK_DEM_TRAWL__N,OTTER,41F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,877,4,DNK_DEM_TRAWL__N,OTTER,42F8,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,34,4,DNK_DEM_TRAWL__N,OTTER,43F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,266,4,DNK_DEM_TRAWL__N,OTTER,43F8,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19,4,DNK_DEM_TRAWL__N,OTTER,44F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,23,4,DNK_DEM_TRAWL__N,OTTER,44F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,35,4,DNK_DEM_TRAWL__N,OTTER,44F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,30,4,DNK_DEM_TRAWL__N,OTTER,45F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19,4,DNK_DEM_TRAWL__N,OTTER,45F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,23,4,DNK_DEM_TRAWL__N,OTTER,46F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19,4,DNK_DEM_TRAWL__S,OTTER,41F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,12,4,DNK_DEM_TRAWL__N,OTTER,40F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,302,4,DNK_DEM_TRAWL__N,OTTER,40F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,712,4,DNK_DEM_TRAWL__N,OTTER,40F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,45,4,DNK_DEM_TRAWL__N,OTTER,41F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,139,4,DNK_DEM_TRAWL__N,OTTER,41F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,709,4,DNK_DEM_TRAWL__N,OTTER,41F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,702,4,DNK_DEM_TRAWL__N,OTTER,42F8,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,6,4,DNK_DEM_TRAWL__N,OTTER,42F9,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,68,4,DNK_DEM_TRAWL__N,OTTER,43F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O10T15M,2006,79,4,DNK_DEM_TRAWL__N,OTTER,43F8,100-119,2
DNK,IIA,3B2,TR3,NONE,O10T15M,2006,27,4,DNK_INDUSTRI___N,OTTER,41F7,16-31,2
DNK,IIA,3B2,TR3,NONE,O10T15M,2006,33,4,DNK_INDUSTRI___Q,OTTER,39F8,16-31,2
DNK,IIA,3B2,TR3,NONE,O10T15M,2006,139,4,DNK_REST_NORD__N,OTTER,39F8,16-31,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,24,4,DNK_TRAWL_SIL_NS,OTTER,40F8,32-54,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,24,4,DNK_TRAWL_SIL_NS,OTTER,41F7,32-54,2
DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,46,4,DNK_TRAWL_SIL_NS,OTTER,42F7,32-54,2
DNK,IIA,3B2,TR2,NONE,O10T15M,2006,144,4,DNK_HUMMER_____N,OTTER,35F4,90-99,2
DNK,IIA,3B2,TR2,NONE,O10T15M,2006,96,4,DNK_HUMMER_____N,OTTER,36F6,90-99,2
DNK,IIA,3B2,TR2,NONE,O10T15M,2006,15,4,DNK_HUMMER_____N,OTTER,40F7,90-99,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,2256,4,NONE,OTTER,37F0,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,72,4,NONE,OTTER,38E8,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,36,4,NONE,OTTER,38E9,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,24,4,NONE,OTTER,39E8,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,16,4,NONE,OTTER,40F0,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,152,4,NONE,OTTER,41F0,>=120,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,24,4,NONE,OTTER,37E9,100-119,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,54,4,NONE,OTTER,38E8,100-119,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,230,4,NONE,OTTER,38E9,100-119,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,55,4,NONE,OTTER,38F0,100-119,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,105,4,NONE,OTTER,38F1,100-119,2
ENG,IIA,3B2,TR1,NONE,O10T15M,2006,72,4,NONE,OTTER,39F1,100-119,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,3336,4,NONE,OTTER,31F0,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,816,4,NONE,OTTER,31F1,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,612,4,NONE,OTTER,32F0,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,4956,4,NONE,OTTER,32F1,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1728,4,NONE,OTTER,33F1,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,6300,4,NONE,OTTER,38E8,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1956,4,NONE,OTTER,38E9,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,672,4,NONE,OTTER,39E8,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,828,4,NONE,OTTER,39E9,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,468,4,NONE,OTTER,40E7,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,240,4,NONE,OTTER,40E8,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,240,4,NONE,OTTER,40E9,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,456,4,NONE,OTTER,41E7,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,168,4,NONE,OTTER,41E8,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96,4,NONE,OTTER,41F0,80-89,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,420,4,NONE,OTTER,31F1,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96,4,NONE,OTTER,32F0,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,210,4,NONE,OTTER,37F1,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,648,4,NONE,OTTER,38E8,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,168,4,NONE,OTTER,38E9,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,24,4,NONE,OTTER,39E9,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,62,4,NONE,OTTER,42F0,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,112,4,NONE,OTTER,43E9,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,24,4,NONE,OTTER,45E6,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,264,4,NONE,OTTER,45E8,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,55,4,NONE,OTTER,45F1,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,96,4,NONE,OTTER,46E9,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,144,4,NONE,OTTER,46F0,90-99,2
ENG,IIA,3B2,TR2,NONE,O10T15M,2006,216,4,NONE,OTTER,47F0,90-99,2
FRA,IIA,3B2,TR2,NONE,O10T15M,2006,3,4,COASTAL,OTTER,31F1,80-89,2
FRA,IIA,3B2,TR2,NONE,O10T15M,2006,134,4,COASTAL,OTTER,31F2,80-89,2
FRA,IIA,3B2,TR2,NONE,O10T15M,2006,24,4,COASTAL,OTTER,31F2,90-99,2
SCO,IIA,3B2,TR1,NONE,O10T15M,2006,120,4,NONE,OTTER,50E8,>=120,2
SCO,IIA,3B2,TR1,NONE,O10T15M,2006,72,4,NONE,OTTER,42E7,100-119,2
SCO,IIA,3B2,TR1,NONE,O10T15M,2006,216,4,NONE,OTTER,42F0,100-119,2
SCO,IIA,3B2,TR1,NONE,O10T15M,2006,228,4,NONE,OTTER,44E7,100-119,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,96,4,NONE,OTTER,38E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,144,4,NONE,OTTER,39E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1930,4,NONE,OTTER,40E7,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,48,4,NONE,OTTER,40E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,2736,4,NONE,OTTER,41E6,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,7460,4,NONE,OTTER,41E7,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,86,4,NONE,OTTER,41F0,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1320,4,NONE,OTTER,42E7,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,24,4,NONE,OTTER,42E8,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,2500,4,NONE,OTTER,44E6,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1311,4,NONE,OTTER,44E7,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,774,4,NONE,OTTER,44E8,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,320,4,NONE,OTTER,44E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,413,4,NONE,OTTER,44F0,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,18,4,NONE,OTTER,45E6,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,78,4,NONE,OTTER,45E7,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1527,4,NONE,OTTER,45E8,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,877,4,NONE,OTTER,45E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,989,4,NONE,OTTER,46E8,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,317,4,NONE,OTTER,46E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,337,4,NONE,OTTER,46F0,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,55,4,NONE,OTTER,46F1,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1011,4,NONE,OTTER,47E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,254,4,NONE,OTTER,47F0,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,55,4,NONE,OTTER,47F1,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,192,4,NONE,OTTER,47F2,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,152,4,NONE,OTTER,48E9,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,161,4,NONE,OTTER,48F0,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,82,4,NONE,OTTER,48F1,80-89,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,564,4,NONE,OTTER,41E7,90-99,2
SCO,IIA,3B2,TR2,NONE,O10T15M,2006,36,4,NONE,OTTER,44E6,90-99,2
NLD,IIA,3B2,PEL_SEINE,NONE,O10T15M,2006,152,4,MIX,PEL_SEINE,35F4,NONE,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,48,4,DNK_NOT_SIL___NS,PEL_SEINE,44F1,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,120,4,DNK_NOT_SIL___NS,PEL_SEINE,45F2,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24,4,DNK_NOT_SIL___NS,PEL_SEINE,46F2,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,24,4,DNK_NOT_SIL___NS,PEL_SEINE,47F2,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,264,4,DNK_NOT_SIL___NS,PEL_SEINE,48F1,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,48,4,DNK_NOT_SIL___NS,PEL_SEINE,48F2,32-54,2
DNK,IIA,3B2,PEL_SEINE,NONE,O15M,2006,132,4,DNK_NOT_SIL___NS,PEL_SEINE,49F0,32-54,2
NLD,IIA,3B2,PEL_SEINE,NONE,O15M,2006,12,4,MIX,PEL_SEINE,35F4,NONE,2
NLD,IIA,3B2,PEL_SEINE,NONE,O15M,2006,40,4,MIX,PEL_SEINE,35F5,NONE,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1,4,NONE,PEL_SEINE,43F1,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,3,4,NONE,PEL_SEINE,43F2,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1,4,NONE,PEL_SEINE,43F7,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1,4,NONE,PEL_SEINE,44F1,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,27,4,NONE,PEL_SEINE,44F2,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,1,4,NONE,PEL_SEINE,44F3,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,2,4,NONE,PEL_SEINE,45F0,32-54,2
SWE,IIA,3B2,PEL_SEINE,NONE,O15M,2006,7,4,NONE,PEL_SEINE,46F2,32-54,2
ENG,IIA,3B2,DREDGE,NONE,U10M,2006,3039,4,NONE,DREDGE,31F0,<16,3
ENG,IIA,3B2,DREDGE,NONE,U10M,2006,3783,4,NONE,DREDGE,32F0,<16,3
ENG,IIA,3B2,DREDGE,NONE,U10M,2006,1716,4,NONE,DREDGE,32F1,<16,3
ENG,IIA,3B2,DREDGE,NONE,U10M,2006,12,4,NONE,DREDGE,38E8,<16,3
ENG,IIA,3B2,DREDGE,NONE,U10M,2006,816,4,NONE,DREDGE,39E8,<16,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,72,4,NONE,DREDGE,41E7,NONE,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,144,4,NONE,DREDGE,48E8,NONE,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,768,4,NONE,DREDGE,49E8,NONE,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,888,4,NONE,DREDGE,49E9,NONE,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,1728,4,NONE,DREDGE,50E8,NONE,3
SCO,IIA,3B2,DREDGE,NONE,U10M,2006,984,4,NONE,DREDGE,50E9,NONE,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,33,4,NONE,PEL_TRAWL,40E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1,4,NONE,PEL_TRAWL,40F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,17,4,NONE,PEL_TRAWL,42F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,90,4,NONE,PEL_TRAWL,43E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24,4,NONE,PEL_TRAWL,43F7,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1,4,NONE,PEL_TRAWL,44E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,26,4,NONE,PEL_TRAWL,44F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12,4,NONE,PEL_TRAWL,45E8,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,38,4,NONE,PEL_TRAWL,45E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,59,4,NONE,PEL_TRAWL,45F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,41,4,NONE,PEL_TRAWL,45F1,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24,4,NONE,PEL_TRAWL,45F4,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,8,4,NONE,PEL_TRAWL,46E8,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,46,4,NONE,PEL_TRAWL,46E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,80,4,NONE,PEL_TRAWL,46F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,28,4,NONE,PEL_TRAWL,46F1,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,45,4,NONE,PEL_TRAWL,47E6,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,68,4,NONE,PEL_TRAWL,47E8,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96,4,NONE,PEL_TRAWL,47E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,120,4,NONE,PEL_TRAWL,47F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,20,4,NONE,PEL_TRAWL,48E6,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,5,4,NONE,PEL_TRAWL,48E8,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,7,4,NONE,PEL_TRAWL,48E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,11,4,NONE,PEL_TRAWL,48F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,28,4,NONE,PEL_TRAWL,49E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,23,4,NONE,PEL_TRAWL,49F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,4,4,NONE,PEL_TRAWL,50E9,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,20,4,NONE,PEL_TRAWL,50F0,32-54,3
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,15,4,NONE,PEL_TRAWL,50F1,32-54,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,19,4,DNK_INDUSTRI___N,PEL_TRAWL,40F7,<16,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,12,4,DNK_REST_NORD__N,PEL_TRAWL,41F7,<16,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,PEL_TRAWL,39F7,>=120,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,36F2,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96,4,DNK_INDUSTRI___N,PEL_TRAWL,36F4,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,72,4,DNK_INDUSTRI___N,PEL_TRAWL,36F7,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96,4,DNK_INDUSTRI___N,PEL_TRAWL,36F8,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,288,4,DNK_INDUSTRI___N,PEL_TRAWL,37F1,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,600,4,DNK_INDUSTRI___N,PEL_TRAWL,37F2,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,552,4,DNK_INDUSTRI___N,PEL_TRAWL,37F3,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,456,4,DNK_INDUSTRI___N,PEL_TRAWL,37F4,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,37F5,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,37F6,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,333,4,DNK_INDUSTRI___N,PEL_TRAWL,37F7,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,38F0,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,38F1,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,38F2,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,576,4,DNK_INDUSTRI___N,PEL_TRAWL,38F3,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,408,4,DNK_INDUSTRI___N,PEL_TRAWL,38F4,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,888,4,DNK_INDUSTRI___N,PEL_TRAWL,38F5,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,156,4,DNK_INDUSTRI___N,PEL_TRAWL,38F6,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,PEL_TRAWL,38F7,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,19,4,DNK_INDUSTRI___N,PEL_TRAWL,38F8,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,39F3,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,528,4,DNK_INDUSTRI___N,PEL_TRAWL,39F4,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2424,4,DNK_INDUSTRI___N,PEL_TRAWL,39F5,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,181,4,DNK_INDUSTRI___N,PEL_TRAWL,39F6,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2097,4,DNK_INDUSTRI___N,PEL_TRAWL,39F7,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,1453,4,DNK_INDUSTRI___N,PEL_TRAWL,39F8,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,96,4,DNK_INDUSTRI___N,PEL_TRAWL,40F2,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,PEL_TRAWL,40F3,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,144,4,DNK_INDUSTRI___N,PEL_TRAWL,40F5,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,237,4,DNK_INDUSTRI___N,PEL_TRAWL,40F6,16-31,3
DNK,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,120,4,DNK_INDUSTRI___N,PEL_TRAWL,41F5,16-31,3
