Index,Sal,variable,Harbour porpoise,Seals,Sharks,Rays,Cod (adult),Whiting (adult),Other gadoids,Demersal fish,Herring (adult),Herring (adult) (Ru),Juvenile Herring (Ru),Sprat,Mackerel,Mackerel (Ru),Horse mackerel,Sandeels,Plaice (adult),Dab,Other flatfish,Sole (adult),Sea Bass,Sea Bass (Ru),Pelagic fish,Squid & cuttlefish,Carnivorous plankton,Temora longicornis,Herbivorous plankton (copepods),Gelatinous zooplankton,Large crabs + shrimps ,Blue mussels (aquaculture),Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Crangon (below 5cm),Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna
527,17.53333333,17.55,0.941149144,0.999199807,0.32935144,0.009400957,1,0.996062772,0.19474257,0.604314919,1,0.74260415,0.74260415,1,1,0.000571504,0.284880795,0.993132286,1,1,0.998484827,0.99999936,0.098917076,0.5,0.813737109,0.007745532,0.035937773,0.5,0.205216568,0.991529596,0.060308687,0.999998662,0.206641322,0.058414267,0.999994552,1.46E-07,0.119398175,0.243795623
528,17.56666667,17.58333333,0.942538277,0.999223747,0.334471107,0.009648698,1,0.996191358,0.198663688,0.610871095,1,0.746982217,0.746982217,1,1,0.000590864,0.289633264,0.993324428,1,1,0.998529778,0.999999395,0.101182667,0.5,0.817454698,0.007952999,0.03691848,0.5,0.20938861,0.991766981,0.061737111,0.999998718,0.21065343,0.059910999,0.999994771,1.53E-07,0.122356171,0.248730683
529,17.6,17.61666667,0.943896576,0.999246971,0.339630056,0.009902903,1,0.99631576,0.202643889,0.617387418,1,0.751310757,0.751310757,1,1,0.000610879,0.294432373,0.993511231,1,1,0.998573397,0.999999427,0.103494189,0.5,0.8211144,0.008165978,0.037924896,0.5,0.213622672,0.991997768,0.063197092,0.999998771,0.214722354,0.061443579,0.999994982,1.60E-07,0.125377015,0.253732123
530,17.63333333,17.65,0.945224633,0.9992695,0.344827349,0.010163736,1,0.996436113,0.206683266,0.623861811,1,0.755589474,0.755589474,1,1,0.000631572,0.2992775,0.993692839,1,1,0.998615724,0.999999459,0.105852298,0.5,0.824716464,0.008384613,0.038957639,0.5,0.217918752,0.992222136,0.064689219,0.999998821,0.218848082,0.063012736,0.999995184,1.67E-07,0.128461525,0.258799487
531,17.66666667,17.68333333,0.946523034,0.999291356,0.350062014,0.010431366,1,0.996552549,0.210781876,0.630292252,1,0.759818109,0.759818109,1,1,0.000652965,0.304167986,0.993869395,1,1,0.998656797,0.999999488,0.108257649,0.5,0.828261166,0.00860905,0.040017334,0.5,0.222276808,0.992440261,0.066214086,0.99999887,0.223030568,0.064619207,0.999995378,1.75E-07,0.1316105,0.263932261
532,17.7,17.71666667,0.947792357,0.999312559,0.355333047,0.010705968,1,0.996665193,0.214939742,0.636676782,1,0.763996435,0.763996435,1,1,0.000675083,0.309103135,0.994041039,1,1,0.998696653,0.999999516,0.110710891,0.5,0.83174881,0.008839441,0.041104622,0.5,0.226696756,0.992652314,0.067772293,0.999998917,0.227269731,0.066263738,0.999995564,1.83E-07,0.134824724,0.26912987
533,17.73333333,17.75,0.949033174,0.999333128,0.360639407,0.010987718,1,0.996774168,0.21915685,0.643013503,1,0.768124255,0.768124255,1,1,0.000697949,0.314082213,0.994207905,1,1,0.998735328,0.999999542,0.113212668,0.5,0.835179721,0.009075942,0.042220153,0.5,0.231178468,0.992858461,0.069364445,0.999998961,0.231565454,0.067947081,0.999995743,1.91E-07,0.138104963,0.274391679
534,17.76666667,17.78333333,0.950246049,0.999353082,0.365980024,0.011276799,1,0.996879593,0.223433149,0.649300583,1,0.772201404,0.772201404,1,1,0.000721589,0.319104452,0.994370125,1,1,0.998772856,0.999999567,0.115763619,0.5,0.83855425,0.009318711,0.043364588,0.5,0.235721774,0.993058866,0.070991152,0.999999004,0.235917583,0.069669997,0.999995914,2.00E-07,0.141451961,0.279716991
535,17.8,17.81666667,0.951431537,0.999372439,0.371353793,0.011573396,1,0.996981584,0.227768551,0.655536253,1,0.776227748,0.776227748,1,1,0.000746029,0.324169045,0.994527827,1,1,0.998809273,0.999999591,0.118364377,0.5,0.84187277,0.00956791,0.044538603,0.5,0.240326459,0.993253685,0.072653031,0.999999046,0.240325926,0.071433252,0.999996079,2.09E-07,0.144866441,0.285105046
536,17.83333333,17.85,0.952590189,0.999391217,0.376759578,0.0118777,1,0.99708025,0.232162925,0.661718813,1,0.780203183,0.780203183,1,1,0.000771296,0.329275146,0.994681135,1,1,0.998844609,0.999999613,0.121015568,0.5,0.845135675,0.009823708,0.045742881,0.5,0.244992259,0.993443072,0.074350699,0.999999085,0.244790253,0.073237619,0.999996237,2.19E-07,0.1483491,0.290555021
537,17.86666667,17.88333333,0.953722544,0.999409433,0.382196213,0.012189907,1,0.997175701,0.236616103,0.667846633,1,0.784127633,0.784127633,1,1,0.000797418,0.334421878,0.99483017,1,1,0.998878899,0.999999634,0.123717808,0.5,0.84834338,0.010086275,0.046978122,0.5,0.249718867,0.993627176,0.076084782,0.999999123,0.249310294,0.075083879,0.999996388,2.29E-07,0.151900611,0.296066032
538,17.9,17.91666667,0.954829135,0.999427105,0.387662501,0.012510216,1,0.997268039,0.241127875,0.673918149,1,0.788001053,0.788001053,1,1,0.000824425,0.339608323,0.99497505,1,1,0.998912171,0.999999654,0.126471707,0.5,0.851496319,0.010355786,0.048245032,0.5,0.254505925,0.993806144,0.077855908,0.999999159,0.25388574,0.076972815,0.999996534,2.40E-07,0.155521621,0.301637128
539,17.93333333,17.95,0.955910489,0.999444248,0.393157218,0.012838833,1,0.997357367,0.245697988,0.679931872,1,0.791823423,0.791823423,1,1,0.000852345,0.344833531,0.99511589,1,1,0.998944458,0.999999673,0.129277862,0.5,0.854594943,0.010632422,0.049544333,0.5,0.259353028,0.993980116,0.079664707,0.999999194,0.258516238,0.078905219,0.999996673,2.51E-07,0.159212743,0.307267297
540,17.96666667,17.98333333,0.956967123,0.999460879,0.398679109,0.013175966,1,0.997443781,0.250326146,0.685886381,1,0.795594753,0.795594753,1,1,0.00088121,0.350096513,0.995252802,1,1,0.998975787,0.99999969,0.132136862,0.5,0.857639722,0.010916365,0.050876754,0.5,0.264259723,0.99414923,0.081511815,0.999999227,0.263201398,0.080881885,0.999996807,2.62E-07,0.162974564,0.312955461
541,18,18.01666667,0.957999547,0.999477012,0.404226894,0.013521831,1,0.997527377,0.25501201,0.69178033,1,0.799315076,0.799315076,1,1,0.000911051,0.355396247,0.995385893,1,1,0.999006187,0.999999707,0.135049283,0.5,0.860631141,0.011207806,0.05224304,0.5,0.269225503,0.994313621,0.083397869,0.999999259,0.267940785,0.082903612,0.999996936,2.74E-07,0.166807633,0.318700481
542,18.03333333,18.05,0.959008262,0.999492663,0.409799268,0.013876648,1,0.997608245,0.259755197,0.697612443,1,0.802984455,0.802984455,1,1,0.000941902,0.360731679,0.99551527,1,1,0.999035686,0.999999723,0.138015687,0.5,0.8635697,0.011506937,0.053643943,0.5,0.274249814,0.994473418,0.08532351,0.99999929,0.272733923,0.084971201,0.999997059,2.87E-07,0.170712467,0.324501153
543,18.06666667,18.08333333,0.959993763,0.999507845,0.415394899,0.01424064,1,0.997686475,0.264555277,0.703381518,1,0.806602976,0.806602976,1,1,0.000973797,0.366101717,0.995641035,1,1,0.99906431,0.999999738,0.141036625,0.5,0.866455915,0.011813956,0.055080228,0.5,0.279332049,0.994628749,0.087289379,0.999999319,0.277580293,0.08708546,0.999997178,3.00E-07,0.174689546,0.330356208
544,18.1,18.11666667,0.960956536,0.999522574,0.421012433,0.014614038,1,0.997762151,0.269411776,0.709086428,1,0.810170747,0.810170747,1,1,0.001006771,0.37150524,0.995763288,1,1,0.999092085,0.999999752,0.144112632,0.5,0.869290313,0.012129066,0.056552671,0.5,0.284471548,0.994779737,0.08929612,0.999999347,0.282479332,0.089247194,0.999997291,3.14E-07,0.178739308,0.336264318
545,18.13333333,18.15,0.961897058,0.999536862,0.426650493,0.014997079,1,0.997835358,0.274324173,0.714726115,1,0.813687904,0.813687904,1,1,0.00104086,0.376941091,0.995882127,1,1,0.999119036,0.999999766,0.147244226,0.5,0.872073435,0.012452475,0.058062058,0.5,0.289667602,0.994926503,0.091344378,0.999999374,0.287430432,0.091457214,0.9999974,3.28E-07,0.182862153,0.342224091
546,18.16666667,18.18333333,0.962815801,0.999550722,0.43230768,0.015390002,1,0.997906175,0.2792919,0.720299596,1,0.817154601,0.817154601,1,1,0.001076102,0.382408086,0.995997645,1,1,0.999145188,0.999999779,0.15043191,0.5,0.874805832,0.012784396,0.059609184,0.5,0.294919446,0.995069162,0.093434798,0.9999994,0.292432944,0.093716329,0.999997505,3.43E-07,0.187058435,0.348234073
547,18.2,18.21666667,0.963713227,0.999564168,0.437982578,0.015793054,1,0.99797468,0.284314341,0.725805961,1,0.820571019,0.820571019,1,1,0.001112536,0.387905006,0.996109936,1,1,0.999170564,0.999999791,0.153676167,0.5,0.877488066,0.013125047,0.061194858,0.5,0.300226264,0.99520783,0.095568026,0.999999425,0.297486173,0.096025349,0.999997606,3.59E-07,0.191328466,0.35429275
548,18.23333333,18.25,0.96458979,0.999577211,0.44367375,0.016206489,1,0.998040947,0.289390834,0.731244371,1,0.823937355,0.823937355,1,1,0.001150202,0.393430605,0.996219088,1,1,0.999195188,0.999999802,0.156977463,0.5,0.880120709,0.013474651,0.062819894,0.5,0.305587187,0.995342616,0.097744707,0.999999448,0.30258938,0.098385084,0.999997702,3.76E-07,0.195672509,0.360398551
549,18.26666667,18.28333333,0.965445938,0.999589865,0.449379742,0.016630563,1,0.998105051,0.294520667,0.736614057,1,0.82725383,0.82725383,1,1,0.001189142,0.398983609,0.996325189,1,1,0.999219081,0.999999813,0.160336242,0.5,0.882704342,0.013833436,0.064485119,0.5,0.311001292,0.995473629,0.099965485,0.999999471,0.30774178,0.100796341,0.999997794,3.93E-07,0.200090777,0.366549844
550,18.3,18.31666667,0.96628211,0.99960214,0.455099088,0.017065542,1,0.998167061,0.299703083,0.741914324,1,0.830520682,0.830520682,1,1,0.001229399,0.404562715,0.996428323,1,1,0.999242265,0.999999823,0.163752928,0.5,0.885239553,0.014201638,0.066191369,0.5,0.316467604,0.995600972,0.102231002,0.999999493,0.312942546,0.103259926,0.999997883,4.11E-07,0.204583435,0.372744942
551,18.33333333,18.35,0.967098736,0.999614047,0.460830303,0.017511696,1,0.998227045,0.304937272,0.747144543,1,0.833738172,0.833738172,1,1,0.001271016,0.410166594,0.996528572,1,1,0.999264761,0.999999833,0.167227922,0.5,0.887726938,0.014579494,0.067939486,0.5,0.321985096,0.995724748,0.1045419,0.999999514,0.318190805,0.10577664,0.999997969,4.30E-07,0.20915059,0.3789821
552,18.36666667,18.38333333,0.967896242,0.999625599,0.466571894,0.0179693,1,0.99828507,0.31022238,0.752304157,1,0.836906573,0.836906573,1,1,0.001314041,0.415793892,0.996626018,1,1,0.999286591,0.999999842,0.170761599,0.5,0.890167099,0.014967252,0.069730323,0.5,0.327552685,0.995845056,0.106898814,0.999999534,0.32348564,0.108347283,0.99999805,4.50E-07,0.2137923,0.385259524
553,18.4,18.41666667,0.968675042,0.999636804,0.472322354,0.018438637,1,0.998341199,0.315557501,0.757392673,1,0.840026181,0.840026181,1,1,0.00135852,0.421443231,0.996720737,1,1,0.999307772,0.99999985,0.174354314,0.5,0.892560644,0.015365161,0.071564742,0.5,0.333169239,0.995961992,0.109302379,0.999999553,0.32882609,0.110972646,0.999998129,4.70E-07,0.218508561,0.391575364
554,18.43333333,18.45,0.969435546,0.999647675,0.478080167,0.018919997,1,0.998395494,0.320941684,0.762409668,1,0.843097304,0.843097304,1,1,0.001404502,0.42711321,0.996812805,1,1,0.999328325,0.999999858,0.17800639,0.5,0.894908185,0.01577348,0.073443609,0.5,0.338833573,0.99607565,0.111753225,0.999999572,0.334211151,0.113653515,0.999998204,4.92E-07,0.223299314,0.397927721
555,18.46666667,18.48333333,0.970178156,0.99965822,0.483843811,0.019413675,1,0.998448014,0.326373927,0.767354782,1,0.84612027,0.84612027,1,1,0.001452039,0.432802406,0.996902297,1,1,0.999348268,0.999999866,0.181718128,0.5,0.89721034,0.016192471,0.075367799,0.5,0.34454445,0.996186121,0.114251976,0.999999589,0.339639773,0.11639067,0.999998277,5.14E-07,0.228164436,0.40431465
556,18.5,18.51666667,0.970903264,0.99966845,0.489611757,0.019919972,1,0.998498818,0.331853183,0.77222772,1,0.849095418,0.849095418,1,1,0.001501182,0.438509378,0.996989283,1,1,0.999367619,0.999999873,0.185489797,0.5,0.899467729,0.016622403,0.077338195,0.5,0.350300584,0.996293494,0.116799251,0.999999606,0.345110867,0.11918488,0.999998346,5.38E-07,0.233103744,0.410734157
557,18.53333333,18.55,0.971611257,0.999678373,0.49538247,0.020439199,1,0.998547961,0.337378355,0.777028249,1,0.852023104,0.852023104,1,1,0.001551986,0.444232663,0.997073834,1,1,0.999386396,0.99999988,0.189321636,0.5,0.901680975,0.017063553,0.079355683,0.5,0.356100638,0.996397855,0.119395663,0.999999623,0.350623297,0.122036907,0.999998413,5.63E-07,0.238116991,0.417184206
558,18.56666667,18.58333333,0.972302515,0.999688,0.501154413,0.02097167,1,0.998595498,0.342948301,0.781756195,1,0.854903696,0.854903696,1,1,0.001604506,0.449970785,0.997156017,1,1,0.999404616,0.999999887,0.193213857,0.5,0.903850705,0.017516203,0.081421157,0.5,0.361943225,0.996499288,0.122041817,0.999999638,0.35617589,0.1249475,0.999998477,5.89E-07,0.243203864,0.423662722
559,18.6,18.61666667,0.972977408,0.999697339,0.506926049,0.021517707,1,0.99864148,0.348561832,0.786411446,1,0.857737577,0.857737577,1,1,0.001658801,0.45572225,0.997235898,1,1,0.999422296,0.999999893,0.197166635,0.5,0.905977545,0.01798064,0.083535512,0.5,0.367826913,0.996597874,0.124738311,0.999999653,0.361767428,0.127917397,0.999998538,6.16E-07,0.248363982,0.430167587
560,18.63333333,18.65,0.973636303,0.999706398,0.512695839,0.022077641,1,0.998685959,0.354217711,0.790993947,1,0.860525138,0.860525138,1,1,0.00171493,0.461485548,0.997313542,1,1,0.99943945,0.999999899,0.201180114,0.5,0.908062125,0.01845716,0.085699651,0.5,0.37375022,0.996693693,0.127485731,0.999999667,0.367396655,0.130947322,0.999998597,6.44E-07,0.253596896,0.436696652
561,18.66666667,18.68333333,0.974279557,0.999715186,0.518462248,0.022651809,1,0.998728984,0.359914661,0.795503696,1,0.863266786,0.863266786,1,1,0.001772955,0.467259161,0.997389011,1,1,0.999456096,0.999999904,0.205254404,0.5,0.910105073,0.018946065,0.087914477,0.5,0.37971162,0.996786823,0.130284657,0.999999681,0.373062274,0.134037985,0.999998653,6.74E-07,0.258902088,0.44324773
562,18.7,18.71666667,0.97490752,0.999723711,0.524223743,0.023240554,1,0.998770601,0.365651356,0.79994075,1,0.865962936,0.865962936,1,1,0.001832939,0.473041555,0.997462364,1,1,0.999472247,0.999999909,0.209389578,0.5,0.912107019,0.019447665,0.090180898,0.5,0.385709542,0.996877337,0.133135657,0.999999694,0.378762952,0.13719008,0.999998708,7.05E-07,0.264278967,0.449818607
563,18.73333333,18.75,0.975520536,0.999731981,0.529978798,0.023844227,1,0.998810858,0.37142643,0.804305213,1,0.868614013,0.868614013,1,1,0.001894949,0.478831191,0.997533662,1,1,0.999487919,0.999999914,0.213585672,0.5,0.914068591,0.019962273,0.092499821,0.5,0.391742372,0.996965309,0.136039286,0.999999707,0.384497315,0.140404282,0.99999876,7.37E-07,0.269726872,0.456407041
564,18.76666667,18.78333333,0.976118944,0.999740004,0.535725891,0.024463189,1,0.998849798,0.377238472,0.808597245,1,0.871220454,0.871220454,1,1,0.001959053,0.484626519,0.997602962,1,1,0.999503126,0.999999919,0.217842685,0.5,0.915990418,0.020490215,0.094872156,0.5,0.397808455,0.99705081,0.138996087,0.999999719,0.390263957,0.143681248,0.99999881,7.71E-07,0.275245066,0.463010764
565,18.8,18.81666667,0.976703072,0.999747786,0.541463512,0.025097804,1,0.998887464,0.383086034,0.812817049,1,0.873782701,0.873782701,1,1,0.00202532,0.490425985,0.997670319,1,1,0.999517881,0.999999923,0.222160576,0.5,0.917873126,0.021031819,0.09729881,0.5,0.403906096,0.997133909,0.142006592,0.999999731,0.396061434,0.147021616,0.999998857,8.06E-07,0.28083274,0.469627488
566,18.83333333,18.85,0.977273246,0.999755336,0.547190158,0.025748449,1,0.998923898,0.388967624,0.81696488,1,0.876301207,0.876301207,1,1,0.002093825,0.496228029,0.997735788,1,1,0.999532199,0.999999928,0.226539264,0.5,0.919717338,0.021587424,0.099780691,0.5,0.410033561,0.997214674,0.145071314,0.999999742,0.401888268,0.150426,0.999998903,8.43E-07,0.286489008,0.476254906
567,18.86666667,18.88333333,0.977829781,0.99976266,0.55290434,0.026415503,1,0.99895914,0.394881714,0.821041035,1,0.878776431,0.878776431,1,1,0.002164642,0.502031089,0.99779942,1,1,0.999546091,0.999999931,0.230978627,0.5,0.921523679,0.022157374,0.102318703,0.5,0.416189082,0.997293168,0.148190754,0.999999752,0.407742951,0.153894993,0.999998948,8.82E-07,0.292212909,0.482890698
568,18.9,18.91666667,0.97837299,0.999769764,0.558604579,0.027099358,1,0.998993229,0.400826739,0.825045854,1,0.88120884,0.88120884,1,1,0.002237849,0.507833602,0.997861269,1,1,0.999559572,0.999999935,0.2354785,0.5,0.923292767,0.022742022,0.104913749,0.5,0.422370853,0.997369457,0.151365395,0.999999763,0.413623942,0.15742916,0.99999899,9.23E-07,0.298003408,0.489532529
569,18.93333333,18.95,0.978903176,0.999776656,0.564289415,0.027800411,1,0.999026203,0.406801097,0.82897972,1,0.883598907,0.883598907,1,1,0.002313525,0.513634005,0.997921382,1,1,0.999572651,0.999999939,0.240038675,0.5,0.925025219,0.023341728,0.107566724,0.5,0.428577039,0.9974436,0.154595702,0.999999773,0.41952967,0.161029042,0.999999031,9.65E-07,0.303859391,0.496178058
570,18.96666667,18.98333333,0.979420638,0.999783342,0.5699574,0.028519069,1,0.999058098,0.412803153,0.832843053,1,0.885947109,0.885947109,1,1,0.002391755,0.519430737,0.99797981,1,1,0.999585343,0.999999942,0.2446589,0.5,0.926721649,0.023956861,0.110278521,0.5,0.434805773,0.997515659,0.157882122,0.999999782,0.425458539,0.164695152,0.99999907,1.01E-06,0.309779667,0.502824938
571,19,19.01666667,0.979925669,0.999789827,0.575607105,0.029255746,1,0.999088949,0.418831239,0.836636312,1,0.888253931,0.888253931,1,1,0.002472623,0.525222244,0.998036598,1,1,0.999597658,0.999999945,0.249338876,0.5,0.928382666,0.024587797,0.113050022,0.5,0.44105516,0.997585692,0.161225081,0.999999791,0.431408924,0.16842797,0.999999107,1.06E-06,0.315762971,0.50947082
572,19.03333333,19.05,0.980418553,0.999796119,0.581237121,0.030010863,1,0.99911879,0.424883658,0.840359991,1,0.890519862,0.890519862,1,1,0.002556219,0.531006973,0.998091793,1,1,0.999609607,0.999999948,0.254078262,0.5,0.930008876,0.02523492,0.115882105,0.5,0.447323279,0.997653756,0.164624986,0.9999998,0.437379177,0.172227949,0.999999143,1.10E-06,0.321807959,0.516113355
573,19.06666667,19.08333333,0.980899571,0.999802222,0.586846058,0.030784853,1,0.999147655,0.430958683,0.844014618,1,0.892745393,0.892745393,1,1,0.002642633,0.536783381,0.99814544,1,1,0.999621202,0.999999951,0.258876665,0.5,0.93160088,0.025898622,0.118775635,0.5,0.453608185,0.997719904,0.168082221,0.999999808,0.443367626,0.176095505,0.999999178,1.16E-06,0.327913213,0.522750202
574,19.1,19.11666667,0.981368998,0.999808142,0.592432547,0.031578155,1,0.999175575,0.43705456,0.847600753,1,0.894931021,0.894931021,1,1,0.002731961,0.542549934,0.99819758,1,1,0.999632452,0.999999954,0.263733648,0.5,0.933159275,0.026579304,0.121731467,0.5,0.459907914,0.997784193,0.171597147,0.999999816,0.449372579,0.180031023,0.999999211,1.21E-06,0.334077237,0.529379025
575,19.13333333,19.15,0.981827101,0.999813885,0.597995244,0.032391216,1,0.999202582,0.443169509,0.851118985,1,0.897077245,0.897077245,1,1,0.002824299,0.548305108,0.998248258,1,1,0.999643369,0.999999956,0.268648725,0.5,0.934684654,0.027277375,0.124750444,0.5,0.46622048,0.997846672,0.175170099,0.999999823,0.455392325,0.184034849,0.999999243,1.26E-06,0.340298463,0.5359975
576,19.16666667,19.18333333,0.982274144,0.999819457,0.603532827,0.033224493,1,0.999228704,0.44930173,0.854569932,1,0.899184567,0.899184567,1,1,0.00291975,0.55404739,0.998297513,1,1,0.999653961,0.999999959,0.27362136,0.5,0.936177602,0.027993252,0.127833395,0.5,0.472543883,0.997907393,0.178801389,0.999999831,0.461425134,0.188107291,0.999999273,1.32E-06,0.346575246,0.54260332
577,19.2,19.21666667,0.982710384,0.999824861,0.609044001,0.034078452,1,0.999253971,0.4554494,0.857954239,1,0.901253491,0.901253491,1,1,0.003018416,0.559775283,0.998345385,1,1,0.999664238,0.999999961,0.278650969,0.5,0.937638703,0.028727363,0.130981134,0.5,0.478876107,0.997966406,0.182491301,0.999999838,0.467469263,0.192248618,0.999999302,1.38E-06,0.352905871,0.549194192
578,19.23333333,19.25,0.983136071,0.999830104,0.614527495,0.034953566,1,0.999278411,0.461610678,0.861272574,1,0.903284525,0.903284525,1,1,0.003120407,0.565487303,0.998391914,1,1,0.999674211,0.999999963,0.283736916,0.5,0.939068531,0.029480142,0.134194455,0.5,0.485215127,0.998023757,0.186240091,0.999999844,0.473522955,0.196459057,0.99999933,1.45E-06,0.359288549,0.555767846
579,19.26666667,19.28333333,0.983551454,0.99983519,0.619982067,0.035850319,1,0.999302051,0.467783706,0.86452563,1,0.905278174,0.905278174,1,1,0.003225832,0.571181984,0.998437136,1,1,0.999683887,0.999999965,0.288878517,0.5,0.940467657,0.030252032,0.137474138,0.5,0.491558907,0.998079495,0.190047988,0.999999851,0.479584441,0.200738793,0.999999357,1.51E-06,0.365721422,0.562322036
580,19.3,19.31666667,0.983956772,0.999840124,0.625406504,0.036769201,1,0.999324917,0.473966611,0.867714121,1,0.907234947,0.907234947,1,1,0.003334807,0.576857878,0.998481088,1,1,0.999693277,0.999999967,0.294075037,0.5,0.941836646,0.031043486,0.140820938,0.5,0.497905407,0.998133663,0.193915189,0.999999857,0.485651943,0.205087965,0.999999383,1.58E-06,0.372202564,0.568854543
581,19.33333333,19.35,0.984352261,0.99984491,0.630799621,0.037710715,1,0.999347035,0.480157511,0.87083878,1,0.909155354,0.909155354,1,1,0.003447451,0.582513557,0.998523806,1,1,0.999702387,0.999999969,0.299325687,0.5,0.943176056,0.031854966,0.14423559,0.5,0.504252581,0.998186306,0.197841861,0.999999863,0.491723678,0.209506666,0.999999408,1.65E-06,0.378729981,0.575363176
582,19.36666667,19.38333333,0.984738152,0.999849553,0.636160263,0.038675368,1,0.999368428,0.48635451,0.873900359,1,0.911039903,0.911039903,1,1,0.003563887,0.588147613,0.998565325,1,1,0.999711227,0.99999997,0.304629631,0.5,0.944486439,0.032686943,0.147718807,0.5,0.510598386,0.998237467,0.201828137,0.999999869,0.497797856,0.21399494,0.999999432,1.73E-06,0.385301614,0.58184578
583,19.4,19.41666667,0.98511467,0.999854057,0.641487308,0.039663681,1,0.999389121,0.492555707,0.876899625,1,0.912889103,0.912889103,1,1,0.00368424,0.593758661,0.998605677,1,1,0.999719804,0.999999972,0.309985979,0.5,0.945768343,0.033539896,0.151271271,0.5,0.516940776,0.998287187,0.205874117,0.999999874,0.503872684,0.218552782,0.999999455,1.81E-06,0.391915344,0.588300233
584,19.43333333,19.45,0.985482037,0.999858426,0.646779665,0.040676181,1,0.999409136,0.498759195,0.879837364,1,0.914703463,0.914703463,1,1,0.003808642,0.59934534,0.998644896,1,1,0.999728127,0.999999974,0.315393792,0.5,0.947022305,0.034414315,0.154893642,0.5,0.523277713,0.998335507,0.209979868,0.999999879,0.509946368,0.223180138,0.999999477,1.89E-06,0.398568989,0.594724452
585,19.46666667,19.48333333,0.985840467,0.999862664,0.652036273,0.041713404,1,0.999428496,0.504963066,0.882714372,1,0.916483491,0.916483491,1,1,0.003937228,0.604906312,0.998683013,1,1,0.999736202,0.999999975,0.320852077,0.5,0.948248859,0.035310698,0.158586547,0.5,0.529607165,0.998382466,0.214145421,0.999999884,0.516017117,0.227876897,0.999999498,1.98E-06,0.405260312,0.601116395
586,19.5,19.51666667,0.986190172,0.999866775,0.657256108,0.042775897,1,0.999447221,0.511165409,0.885531458,1,0.918229692,0.918229692,1,1,0.004070138,0.610440268,0.99872006,1,1,0.999744038,0.999999976,0.326359794,0.5,0.949448532,0.036229553,0.162350583,0.5,0.535927109,0.998428103,0.218370767,0.999999889,0.522083143,0.232642896,0.999999518,2.07E-06,0.41198702,0.607474064
587,19.53333333,19.55,0.986531358,0.999870764,0.662438178,0.043864213,1,0.999465334,0.517364315,0.888289444,1,0.919942573,0.919942573,1,1,0.004207515,0.615945924,0.998756065,1,1,0.999751641,0.999999978,0.33191585,0.5,0.950621842,0.037171397,0.166186312,0.5,0.542235534,0.998472453,0.222655863,0.999999894,0.528142663,0.237477918,0.999999537,2.17E-06,0.418746768,0.613795503
588,19.56666667,19.58333333,0.986864227,0.999874633,0.667581525,0.044978918,1,0.999482853,0.523557882,0.890989159,1,0.921622635,0.921622635,1,1,0.004349509,0.621422026,0.998791059,1,1,0.999759018,0.999999979,0.337519101,0.5,0.951769303,0.038136757,0.170094263,0.5,0.548530445,0.998515555,0.227000625,0.999999898,0.5341939,0.242381686,0.999999556,2.27E-06,0.425537162,0.620078808
589,19.6,19.61666667,0.987188977,0.999878386,0.672685226,0.046120584,1,0.999499799,0.529744212,0.893631443,1,0.923270381,0.923270381,1,1,0.004496273,0.626867346,0.99882507,1,1,0.999766176,0.99999998,0.343168356,0.5,0.95289142,0.039126169,0.174074926,0.5,0.554809863,0.998557441,0.23140493,0.999999902,0.540235091,0.247353865,0.999999574,2.37E-06,0.432355763,0.626322123
590,19.63333333,19.65,0.987505799,0.999882027,0.677748393,0.047289794,1,0.99951619,0.535921416,0.896217142,1,0.924886309,0.924886309,1,1,0.004647966,0.63228069,0.998858125,1,1,0.999773122,0.999999981,0.348862373,0.5,0.953988693,0.040140178,0.178128752,0.5,0.561071831,0.998598148,0.235868614,0.999999906,0.546264481,0.252394064,0.999999591,2.48E-06,0.43920009,0.632523642
591,19.66666667,19.68333333,0.987814883,0.999885558,0.682770174,0.048487137,1,0.999532043,0.542087618,0.898747107,1,0.926470916,0.926470916,1,1,0.004804753,0.637660893,0.998890251,1,1,0.999779861,0.999999982,0.354599863,0.5,0.955061613,0.041179341,0.18225615,0.5,0.56731441,0.998637708,0.240391469,0.99999991,0.55228033,0.257501826,0.999999608,2.59E-06,0.446067623,0.638681614
592,19.7,19.71666667,0.988116412,0.999888984,0.687749753,0.049713214,1,0.999547378,0.548240953,0.901222195,1,0.928024696,0.928024696,1,1,0.004966802,0.643006822,0.998921474,1,1,0.9997864,0.999999983,0.360379488,0.5,0.956110665,0.042244223,0.186457488,0.5,0.573535688,0.998676152,0.244973248,0.999999914,0.558280914,0.262676637,0.999999623,2.71E-06,0.452955806,0.644794344
593,19.73333333,19.75,0.988410568,0.999892308,0.692686349,0.050968634,1,0.99956221,0.554379573,0.903643267,1,0.929548139,0.929548139,1,1,0.005134288,0.648317379,0.99895182,1,1,0.999792745,0.999999984,0.366199866,0.5,0.957136327,0.043335397,0.190733084,0.5,0.579733781,0.998713513,0.249613658,0.999999917,0.564264527,0.267917918,0.999999639,2.84E-06,0.459862053,0.650860192
